slug,file,detected_type,check_company,check_period,check_transcript,check_doctype,status,notes
shopify,docs/shopify/CY2025-Q4/SHOP_Q4_2025_Earnings_Call_Transcript.htm,Earnings Call Transcript,PASS,PASS,WARN,PASS,WARN,Transcript: Q&A opened but no closing phrase in final 500 chars — possible truncation
shopify,docs/shopify/CY2025-Q4/SHOP_Q4_2025_Press_Release.htm,Press Release,PASS,PASS,N/A,PASS,PASS,
shopify,docs/shopify/CY2026-Q1/SHOP_Q1_2026_Press_Release.htm,Press Release,PASS,PASS,N/A,PASS,PASS,
shopify,docs/shopify/CY2026-Q1/SHOP_Q4_2025_Earnings_Call_Transcript.htm,Earnings Call Transcript,PASS,FAIL,WARN,PASS,FAIL,"Period mismatch: folder says CY2026-Q1, filename implies Q4 2025; Transcript: Q&A opened but no closing phrase in final 500 chars — possible truncation"
sony,docs/sony/CY2025-Q2/SONY_Q2_2025_Earnings_Call_Transcript.pdf,Earnings Call Transcript,FAIL,PASS,WARN,PASS,FAIL,Company name not found in first 2000 chars (looked for: ['sony']); Transcript: Q&A opened but no closing phrase in final 500 chars — possible truncation
sony,docs/sony/CY2025-Q2/SONY_Q2_2025_Press_Release.pdf,Press Release,PASS,PASS,N/A,PASS,PASS,
sony,docs/sony/CY2025-Q3/SONY_Q3_2025_Earnings_Call_Transcript.pdf,Earnings Call Transcript,PASS,PASS,WARN,PASS,WARN,Transcript: Q&A opened but no closing phrase in final 500 chars — possible truncation
sony,docs/sony/CY2025-Q3/SONY_Q3_2025_Press_Release.pdf,Press Release,PASS,PASS,N/A,PASS,PASS,
sony,docs/sony/CY2026-Q1/SONY_Q1_2026_Earnings_Call_Transcript.pdf,Earnings Call Transcript,FAIL,PASS,WARN,PASS,FAIL,Company name not found in first 2000 chars (looked for: ['sony']); Transcript: Q&A opened but no closing phrase in final 500 chars — possible truncation
sony,docs/sony/CY2026-Q1/SONY_Q1_2026_Press_Release.pdf,Press Release,PASS,PASS,N/A,PASS,PASS,
