# Report date audit: report_date vs EDGAR-verified release date
# Generated: 2026-08-12
# Source: EDGAR 8-K Item 2.02 (US filers) and 6-K (Spotify)
# Non-US issuers and LMT are excluded (no EDGAR 8-K)
#
# CORRECTION (2026-08-11): The GS +3 gaps (GS_FQ1_2025: report_date 2025-04-11
# vs release 2025-04-14; GS_FQ1_2026: report_date 2026-04-10 vs release
# 2026-04-13) are NOT weekend artifacts. 2025-04-11 and 2026-04-10 are Fridays;
# the EDGAR 8-K was filed the following Monday. GS released earnings on Monday,
# not Friday. These are report_date errors of the same class as JPM_FQ1_2025
# (report_date one trading session before the actual release), not benign
# calendar gaps. release_date is the correct anchor for these events.
#
# NOTE (2026-08-11): HOOD_FQ3_2025: two Item 2.02 candidates (2025-11-05 and
# 2025-10-31). The 2025-11-05 match is correct per Robinhood IR (results
# announced Nov 5 after close). The 2025-10-31 candidate is likely a different
# filing or an amended 8-K. This is the single weakest anchor -- the only event
# where proximity was used as a tiebreaker between two Item 2.02 filings, but
# independently confirmed correct. The primaryDocument filename hood-20251030.htm
# carries the fiscal period end date, not the release date.
#
# NOTE (2026-08-11): LOW_FQ1_2025 has report_date=2026-05-21 but EDGAR 8-K filed
# 2026-05-20. Lowe's released Q1 FY2026 results on May 20, 2026 (earnings call
# at 9am ET, press release same day). report_date is wrong by +1 day.
# release_date (2026-05-20) is the correct anchor.
#
document_id,ticker,issuer,report_date,verified_release_date,gap_days,direction,primary_document,report_date_corrected,entry_shifted_vs_legacy
TSLA_FQ4_2025,TSLA,p2_tesla,2026-01-28,2026-01-28,0,match,tsla-20260128.htm,NO,NO
UAL_FQ1_2025,UAL,p2_united_airlines,2025-04-15,2025-04-15,0,match,ual-20250415.htm,NO,NO
UAL_FQ2_2025,UAL,p2_united_airlines,2025-07-16,2025-07-16,0,match,ual-20250716.htm,NO,NO
UAL_FQ3_2025,UAL,p2_united_airlines,2025-10-15,2025-10-15,0,match,ual-20251015.htm,NO,NO
UAL_FQ4_2025,UAL,p2_united_airlines,2026-01-20,2026-01-20,0,match,ual-20260120.htm,NO,NO
UBER_FQ1_2025,UBER,p2_uber,2025-05-06,2025-05-07,1,release AFTER,uber-20250507.htm,YES,NO
UBER_FQ1_2026,UBER,p2_uber,2026-05-05,2026-05-06,1,release AFTER,uber-20260506.htm,YES,NO
UBER_FQ2_2025,UBER,p2_uber,2025-08-05,2025-08-06,1,release AFTER,uber-20250728.htm,YES,NO
UBER_FQ4_2025,UBER,p2_uber,2026-02-03,2026-02-04,1,release AFTER,uber-20260130.htm,YES,NO
UNH_FQ2_2025,UNH,p2_unitedhealth,2025-07-28,2025-07-29,1,release AFTER,unh-20250729.htm,YES,NO
UNH_FQ3_2025,UNH,p2_unitedhealth,2025-10-27,2025-10-28,1,release AFTER,unh-20251028.htm,YES,NO
UNH_FQ4_2025,UNH,p2_unitedhealth,2026-01-26,2026-01-27,1,release AFTER,unh-20260127.htm,YES,NO
V_FQ1_2025,V,p2_visa,2025-04-28,2025-04-29,1,release AFTER,v-20250429.htm,YES,YES
V_FQ1_2026,V,p2_visa,2026-04-28,2026-04-28,0,match,v-20260428.htm,NO,NO
V_FQ2_2025,V,p2_visa,2025-07-29,2025-07-29,0,match,v-20250729.htm,NO,NO
V_FQ3_2025,V,p2_visa,2025-10-28,2025-10-28,0,match,v-20251028.htm,NO,NO
WDAY_FQ1_2025,WDAY,p2_workday,2025-05-22,2025-05-22,0,match,wday-20250522.htm,NO,NO
WDAY_FQ2_2025,WDAY,p2_workday,2025-08-21,2025-08-21,0,match,wday-20250821.htm,NO,NO
WDAY_FQ3_2025,WDAY,p2_workday,2025-11-25,2025-11-25,0,match,wday-20251125.htm,NO,NO
WDAY_FQ4_2025,WDAY,p2_workday,2026-02-24,2026-02-24,0,match,wday-20260224.htm,NO,NO
WMT_FQ1_2025,WMT,p2_walmart,2025-05-14,2025-05-15,1,release AFTER,wmt-20250515.htm,YES,NO
WMT_FQ1_2026,WMT,p2_walmart,2026-05-20,2026-05-21,1,release AFTER,wmt-20260521.htm,YES,NO
WMT_FQ2_2025,WMT,p2_walmart,2025-08-20,2025-08-21,1,release AFTER,wmt-20250821.htm,YES,NO
WMT_FQ3_2025,WMT,p2_walmart,2025-11-19,2025-11-20,1,release AFTER,wmt-20251119.htm,YES,NO
WMT_FQ4_2025,WMT,p2_walmart,2026-02-18,2026-02-19,1,release AFTER,wmt-20260219.htm,YES,NO
